best_acc,best_loss,best_epoch,train_loss,train_acc,val_loss,val_acc,current_epoch
0.8550549556868416,0.766076385974884,0,0.9003655910491943,0.8441758343151637,0.766076385974884,0.8550549556868416,0
0.8562161264419555,0.7589588165283203,1,0.6777577996253967,0.8626080698285784,0.7589588165283203,0.8562161264419555,1
0.8577069716453553,0.7705848813056946,2,0.6068212985992432,0.8689194246019636,0.7705848813056946,0.8577069716453553,2
0.8577069716453553,0.7705848813056946,2,0.5414482951164246,0.8772857237543379,0.7893538475036621,0.8554981783458164,3
0.8577069716453553,0.7705848813056946,2,0.47504332661628723,0.8888718062128339,0.8241806030273438,0.8546190594264439,4
0.8577069716453553,0.7705848813056946,2,0.4115140438079834,0.9018864576475961,0.8590772747993469,0.8528205233301435,5
0.8577069716453553,0.7705848813056946,2,0.35183659195899963,0.9150146637644087,0.8995217084884644,0.8501868238449096,6
0.8577069716453553,0.7705848813056946,2,0.2967655062675476,0.9273992806843349,0.9513598084449768,0.8508278504780361,7
0.8577069716453553,0.7705848813056946,2,0.25057151913642883,0.9382490973472595,1.0027958154678345,0.849472539969853,8
0.8577069716453553,0.7705848813056946,2,0.21131528913974762,0.9481795019422259,1.042836308479309,0.8486227231706892,9
0.8577069716453553,0.7705848813056946,2,0.1808193475008011,0.955853492464338,1.0921756029129028,0.8480879224368504,10
0.8577069716453553,0.7705848813056946,2,0.15841986238956451,0.9611428683144706,1.14375901222229,0.8484468968936375,11
0.8577069716453553,0.7705848813056946,2,0.142738938331604,0.9658754681859698,1.1728575229644775,0.8479780339513506,12
0.8577069716453553,0.7705848813056946,2,0.12873327732086182,0.9687802313395909,1.2029995918273926,0.8475824287959508,13
0.8577069716453553,0.7705848813056946,2,0.11864161491394043,0.9714578884669712,1.2264875173568726,0.8473589860371181,14
0.8577069716453553,0.7705848813056946,2,0.10988837480545044,0.9732967179162162,1.2636440992355347,0.8467985449518476,15
0.8577069716453553,0.7705848813056946,2,0.10439558327198029,0.9749633856500898,1.2929081916809082,0.8455714396749224,16
0.8577069716453553,0.7705848813056946,2,0.09826802462339401,0.9763077085358756,1.3152543306350708,0.8459853586469378,17
0.8577069716453553,0.7705848813056946,2,0.09136518836021423,0.9775567943709237,1.3425021171569824,0.845520158290863,18
0.8577069716453553,0.7705848813056946,2,0.08952300250530243,0.9780036792755127,1.3519034385681152,0.8461208889825004,19
0.8577069716453553,0.7705848813056946,2,0.08505171537399292,0.9791502010481699,1.3621081113815308,0.8472307801927839,20
0.8577069716453553,0.7705848813056946,2,0.08275572210550308,0.9795824334280832,1.377766728401184,0.8454835280690874,21
0.8577069716453553,0.7705848813056946,2,0.0780656561255455,0.9807069767543247,1.4160997867584229,0.8451428679738726,22
0.8577069716453553,0.7705848813056946,2,0.07871663570404053,0.9802014808654785,1.4185081720352173,0.8461868240492685,23
0.8577069716453553,0.7705848813056946,2,0.0765734314918518,0.980703314099993,1.4305697679519653,0.8464578873089381,24
0.8577069716453553,0.7705848813056946,2,0.07415661215782166,0.9813223611967904,1.4538700580596924,0.8458058729852949,25
0.8577069716453553,0.7705848813056946,2,0.07119763642549515,0.981725292137691,1.4674988985061646,0.8462271171297345,26
0.8577069716453553,0.7705848813056946,2,0.06958926469087601,0.9822051452228001,1.4645472764968872,0.8453882887022836,27
0.8577069716453553,0.7705848813056946,2,0.07217492908239365,0.9812857302256993,1.4725762605667114,0.8460439669745309,28
0.8577069716453553,0.7705848813056946,2,0.06859594583511353,0.9818058767999922,1.5142754316329956,0.8442381064551218,29
