best_acc,best_loss,best_epoch,train_loss,train_acc,val_loss,val_acc,current_epoch
0.8571059944470724,0.7533230781555176,0,0.9420650005340576,0.8399829167808096,0.7533230781555176,0.8571059944470724,0
0.8600256524085998,0.7237704396247864,1,0.7123681306838989,0.8586205233573914,0.7237704396247864,0.8600256524085998,1
0.8612205241203308,0.7157131433486938,2,0.6668645143508911,0.8624615493774415,0.7157131433486938,0.8612205241203308,2
0.8612205241203308,0.7157131433486938,2,0.6351889371871948,0.8652000117937724,0.7190476059913635,0.8610683873812358,3
0.8612205241203308,0.7157131433486938,2,0.6086369752883911,0.8674769333839416,0.7230538725852966,0.8610581311543782,4
0.8612854808807373,0.7284150719642639,5,0.5857179760932922,0.8700530031522115,0.7284150719642639,0.8612854808807373,5
0.8612854808807373,0.7284150719642639,5,0.5652933120727539,0.8721333451588948,0.7339284420013428,0.8605965924898783,6
0.8612854808807373,0.7284150719642639,5,0.546891987323761,0.8749658229509989,0.7476307153701782,0.859682062180837,7
0.8612854808807373,0.7284150719642639,5,0.5299445986747742,0.8772837716738383,0.7450268864631653,0.8597675322214763,8
0.8612854808807373,0.7284150719642639,5,0.5143927931785583,0.8798153960545858,0.7637096643447876,0.8590051390012106,9
0.8612854808807373,0.7284150719642639,5,0.5003576278686523,0.88179317334493,0.7925448417663574,0.8561658230463663,10
0.8612854808807373,0.7284150719642639,5,0.486767441034317,0.8842427455266316,0.7853724956512451,0.8573230881690979,11
0.8612854808807373,0.7284150719642639,5,0.47500836849212646,0.8860102678616841,0.7966135144233704,0.8568410359700521,12
0.8612854808807373,0.7284150719642639,5,0.4639231264591217,0.8881846265157064,0.8193130493164062,0.8551658235867818,13
0.8612854808807373,0.7284150719642639,5,0.45314905047416687,0.8900188140233358,0.8158241510391235,0.8552222323735555,14
