best_acc,best_loss,best_epoch,train_loss,train_acc,val_loss,val_acc,current_epoch
0.773,0.6095855236053467,0,[0.9928471446037292],[0.519],[0.6095855236053467],[0.773],0
0.773,0.6095855236053467,0,0.9928471446037292,0.519,0.6095855236053467,0.773,0
