best_acc,best_loss,best_epoch,train_loss,train_lm loss,train_acc,train_length,val_loss,val_lm loss,val_acc,val_length,current_epoch
0.3222,1.9276413917541504,0,2.1372175216674805,0.01740703545510769,0.3362,2.461199998855591,1.9276413917541504,4.45047991515235e-12,0.3222,2.0,0
0.3222,1.9276413917541504,0,2.1180801391601562,0.0,0.33686666666666665,2.0,1.9276399612426758,0.0,0.3222,2.0,1
